X,Y,NAME,ADDRESS,LINE,TRAININFO_URL,WEB_URL,GIS_ID,MAR_ID,GLOBALID,OBJECTID,CREATOR,CREATED,EDITOR,EDITED,SE_ANNO_CAD_DATA
-8584198.94553565,4704810.4160427,Ballston-MU,"4230 FAIRFAX DRIVE, ARLINGTON, VA","orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#K04|Ballston-MU,https://www.wmata.com/rider-guide/stations/ballston.cfm,MetroStnFullPt_13,,{F2D9DE79-73EB-4508-9806-B79A473C7FF3},705,JLAY,2022/11/30 20:32:57+00,JLAY,2022/11/30 20:32:57+00,
-8576131.23895494,4707546.44742689,Farragut West,"841 17TH STREET NW, WASHINGTON, DC","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#C03|Farragut West,https://www.wmata.com/rider-guide/stations/farragut-west.cfm,MetroStnFullPt_14,316429,{25C55138-1B94-4DF5-A6B1-03D1ED0EE428},706,JLAY,2022/11/30 20:32:57+00,JLAY,2022/11/30 20:32:57+00,
-8576020.52191385,4707816.66512468,Farragut North,"1720 L STREET NW, WASHINGTON, DC",red,https://www.wmata.com/js/nexttrain/nexttrain.html#A02|Farragut North,https://www.wmata.com/rider-guide/stations/farragut-north.cfm,MetroStnFullPt_15,310416,{C4D34D29-F8A8-4859-BB97-1EE2A2A7BCB1},707,JLAY,2022/11/30 20:32:57+00,JLAY,2022/11/30 20:32:57+00,
-8577436.19401395,4710947.44988377,Woodley Park-Zoo/Adams Morgan,"2622 CONNECTICUT AVENUE NW, WASHINGTON, DC",red,https://www.wmata.com/js/nexttrain/nexttrain.html#A04|Woodley%20Park-Zoo/Adams%20Morgan,https://www.wmata.com/rider-guide/stations/woodley-park.cfm,MetroStnFullPt_16,316421,{CBBC7160-559F-4764-BB31-D5F1BD37E2DB},708,JLAY,2022/11/30 20:32:57+00,JLAY,2022/11/30 20:32:57+00,
-8574039.88659281,4705190.07743124,L'Enfant Plaza,"600 MARYLAND AVENUE SW, WASHINGTON, DC","green, yellow, orange, blue, silver","https://www.wmata.com/js/nexttrain/nexttrain.html#F03,D03|L'Enfant Plaza",https://www.wmata.com/rider-guide/stations/lenfant-plaza.cfm,MetroStnFullPt_17,316347,{5FF1D8F8-682F-4C3F-A7E1-AFDBFA297572},709,JLAY,2022/11/30 20:32:57+00,JLAY,2024/03/19 21:11:35+00,
-8574725.36444348,4705644.99547212,Smithsonian,"1201 JEFFERSON DRIVE SW, WASHINGTON, DC","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#D02|Smithsonian,https://www.wmata.com/rider-guide/stations/smithsonian.cfm,MetroStnFullPt_18,310412,{154957A0-B0D8-4A64-B67A-4C2362855975},710,JLAY,2022/11/30 20:32:57+00,JLAY,2022/11/30 20:32:57+00,
-8574040.54387247,4706452.56707492,Archives-Navy Memorial-Penn Quarter,"300 7TH STREET NW, WASHINGTON, DC","green, yellow",https://www.wmata.com/js/nexttrain/nexttrain.html#F02|Archives-Navy Memorial-Penn Quarter,https://www.wmata.com/rider-guide/stations/archives.cfm,MetroStnFullPt_19,316356,{DAE064AB-7AEB-43F8-A7F8-2EAAE5DF96FC},711,JLAY,2022/11/30 20:32:57+00,JLAY,2022/11/30 20:32:57+00,
-8573549.71602008,4703992.32465403,Waterfront,"399 M STREET SW, WASHINGTON, DC",green,https://www.wmata.com/js/nexttrain/nexttrain.html#F04|Waterfront,https://www.wmata.com/rider-guide/stations/waterfront.cfm,MetroStnFullPt_20,294877,{FC35DD4F-8435-44B3-A84D-20018D1B1890},712,JLAY,2022/11/30 20:32:57+00,JLAY,2022/11/30 20:32:57+00,
-8576503.81163741,4700697.5361925,Ronald Reagan Washington National Airport,"2400 S. SMITH BLVD., ARLINGTON, VA","blue, yellow",https://www.wmata.com/js/nexttrain/nexttrain.html#C10|Ronald%20Reagan%20Washington%20National%20Airport,https://www.wmata.com/rider-guide/stations/national-airport.cfm,MetroStnFullPt_21,,{33A2C8E0-A884-4755-ADC4-0A4333DA4EE9},713,JLAY,2022/11/30 20:32:57+00,JLAY,2022/11/30 20:32:57+00,
-8585973.67750757,4692965.86238618,Van Dorn Street,"5690 EISENHOWER AVENUE, ALEXANDRIA, VA",blue,https://www.wmata.com/js/nexttrain/nexttrain.html#J02|Van%20Dorn%20Street,https://www.wmata.com/rider-guide/stations/van-dorn-st.cfm,MetroStnFullPt_22,,{4FC2A150-AEF2-4F63-AEFD-EA829A0FE261},714,JLAY,2022/11/30 20:32:57+00,JLAY,2024/03/19 19:27:02+00,
-8590299.40450979,4688283.91029613,Franconia-Springfield,"6880 FRONTIER DRIVE, SPRINGFIELD, VA",blue,https://www.wmata.com/js/nexttrain/nexttrain.html#J03|Franconia-Springfield,https://www.wmata.com/rider-guide/stations/franconia-sprngfld.cfm,MetroStnFullPt_23,,{F4FE7EB0-D678-4608-9BF9-099E4872B7B1},715,JLAY,2022/11/30 20:32:57+00,JLAY,2024/03/19 19:27:02+00,
-8573367.48692163,4705223.63132168,Federal Center SW,"401 3RD STREET SW, WASHINGTON, DC","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#D04|Federal Center SW,https://www.wmata.com/rider-guide/stations/federal-ctr-sw.cfm,MetroStnFullPt_24,300374,{8C83D280-29AD-4512-B35D-608A5DD7E6AD},716,JLAY,2022/11/30 20:32:57+00,JLAY,2022/11/30 20:32:57+00,
-8573453.28537188,4706799.42638213,Judiciary Square,"435 4TH STREET NW, WASHINGTON, DC",red,https://www.wmata.com/js/nexttrain/nexttrain.html#B02|Judiciary Square,https://www.wmata.com/rider-guide/stations/judiciary-sq.cfm,MetroStnFullPt_25,310427,{F0E2F0A6-BB95-4123-9E16-F911E1DD68A7},717,JLAY,2022/11/30 20:32:57+00,JLAY,2022/11/30 20:32:57+00,
-8572173.16232883,4705222.22213222,Capitol South,"355 1ST STREET SE, WASHINGTON, DC","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#D05|Capitol South,https://www.wmata.com/rider-guide/stations/capitol-south.cfm,MetroStnFullPt_26,294860,{5335D849-DF0E-48BE-886E-6144FD0BE744},718,JLAY,2022/11/30 20:32:57+00,JLAY,2022/11/30 20:32:57+00,
-8574726.67395321,4707117.55592726,Metro Center,"607 13TH STREET NW, WASHINGTON, DC","red, blue, orange, silver","https://www.wmata.com/js/nexttrain/nexttrain.html#A01,C01|Metro Center",https://www.wmata.com/rider-guide/stations/metro-center.cfm,MetroStnFullPt_27,294812,{B94FA0C9-F46B-4E54-9C8C-BD8AC05085A1},719,JLAY,2022/11/30 20:32:57+00,JLAY,2022/11/30 20:32:57+00,
-8574040.65549347,4707117.89017593,Gallery Pl-Chinatown,"625 9TH STREET NW, WASHINGTON, DC","red, green, yellow","https://www.wmata.com/js/nexttrain/nexttrain.html#B01,F01|Gallery Pl-Chinatown",https://www.wmata.com/rider-guide/stations/gallery-place.cfm,MetroStnFullPt_28,310428,{1EEA49F9-4E6A-4887-BE86-AD9BD23F079E},720,JLAY,2022/11/30 20:32:57+00,JLAY,2022/11/30 20:32:57+00,
-8574040.54311174,4708279.41068819,Mt Vernon Sq 7th St-Convention Center,"700 M STREET NW, WASHINGTON, DC","green, yellow",https://www.wmata.com/js/nexttrain/nexttrain.html#E01|Mt Vernon Sq 7th St-Convention Center,https://www.wmata.com/rider-guide/stations/mt-vernon-sq.cfm,MetroStnFullPt_29,294834,{1448F029-C1AB-4154-9D5D-C32ACAF7F65D},721,JLAY,2022/11/30 20:32:57+00,JLAY,2022/11/30 20:32:57+00,
-8574661.87451332,4709790.95626468,U Street/African-Amer Civil War Memorial/Cardozo,"1260 U STREET NW, WASHINGTON, DC",green,https://www.wmata.com/js/nexttrain/nexttrain.html#E03|U%20Street/African-Amer%20Civil%20War%20Memorial/Cardozo,https://www.wmata.com/rider-guide/stations/u-street.cfm,MetroStnFullPt_30,316436,{2C7C68A8-E14F-40FF-A339-CB49D16C7563},722,JLAY,2022/11/30 20:32:57+00,JLAY,2024/03/19 19:27:02+00,
-8572426.40011682,4707039.11047,Union Station,"605 1ST STREET NE, WASHINGTON, DC",red,https://www.wmata.com/js/nexttrain/nexttrain.html#B03|Union%20Station,https://www.wmata.com/rider-guide/stations/union-station.cfm,MetroStnFullPt_31,316417,{A3853FD5-F9E1-4A25-98AE-DA389F542437},723,JLAY,2022/11/30 20:32:57+00,JLAY,2022/11/30 20:32:57+00,
-8570322.19806411,4699588.52589848,Congress Heights,"1300 ALABAMA AVENUE SE, WASHINGTON, DC",green,https://www.wmata.com/js/nexttrain/nexttrain.html#F07|Congress Heights,https://www.wmata.com/rider-guide/stations/congress-hghts.cfm,MetroStnFullPt_32,316358,{4DE0AF79-EF92-4868-BBEB-F55DDD716743},724,JLAY,2022/11/30 20:32:57+00,JLAY,2022/11/30 20:32:57+00,
-8566732.22988446,4700395.21046822,Naylor Road,"3101 BRANCH AVENUE, TEMPLE HILLS, MD",green,https://www.wmata.com/js/nexttrain/nexttrain.html#F09|Naylor Road,https://www.wmata.com/rider-guide/stations/naylor-rd.cfm,MetroStnFullPt_33,,{0329428A-B723-4D00-8F98-213C4C98F79F},725,JLAY,2022/11/30 20:32:57+00,JLAY,2022/11/30 20:32:57+00,
-8564016.8626885,4699346.52703401,Suitland,"4500 SILVER HILL ROAD, SUITLAND, MD",green,https://www.wmata.com/js/nexttrain/nexttrain.html#F10|Suitland,https://www.wmata.com/rider-guide/stations/suitland.cfm,MetroStnFullPt_34,,{AC0B6003-EC58-4CB9-ADC4-4D67525DBE5D},726,JLAY,2022/11/30 20:32:57+00,JLAY,2022/11/30 20:32:57+00,
-8596888.46274931,4705016.66626744,Dunn Loring-Merrifield,"2700 GALLOWS ROAD, VIENNA, VA",orange,https://www.wmata.com/js/nexttrain/nexttrain.html#K07|Dunn Loring-Merrifield,https://www.wmata.com/rider-guide/stations/dunn-loring.cfm,MetroStnFullPt_87,,{EA9BC989-D9F8-4DBD-96A0-CBBDCE34B72B},727,JLAY,2022/11/30 20:32:57+00,JLAY,2022/11/30 20:32:57+00,
-8601949.22475387,4704155.22937674,Vienna/Fairfax-GMU,"2900 NUTLEY ST., FAIRFAX, VA",orange,https://www.wmata.com/js/nexttrain/nexttrain.html#K08|Vienna/Fairfax-GMU,https://www.wmata.com/rider-guide/stations/vienna.cfm,MetroStnFullPt_88,,{F8BE82AE-77F1-490D-828A-5CC68146E9A5},728,JLAY,2022/11/30 20:32:57+00,JLAY,2022/11/30 20:32:57+00,
-8581062.73773061,4715870.76174934,Friendship Heights,"5337 WISCONSIN AVENUE NW, WASHINGTON, DC",red,https://www.wmata.com/js/nexttrain/nexttrain.html#A08|Friendship Heights,https://www.wmata.com/rider-guide/stations/friendship-hghts.cfm,MetroStnFullPt_89,303188,{0ACCBD99-2189-41AF-8DF7-9EE3D928A280},729,JLAY,2022/11/30 20:32:57+00,JLAY,2022/11/30 20:32:57+00,
-8578228.88887636,4701907.7872941,Pentagon City,"1250 SOUTH HAYES ST., ARLINGTON, VA","blue, yellow",https://www.wmata.com/js/nexttrain/nexttrain.html#C08|Pentagon City,https://www.wmata.com/rider-guide/stations/pentagon-city.cfm,MetroStnFullPt_90,,{E5515706-3B68-4BD8-BEB0-5F06ADE2C133},730,JLAY,2022/11/30 20:32:57+00,JLAY,2022/11/30 20:32:57+00,
-8574732.68530906,4706383.29202841,Federal Triangle,"350 12TH STREET NW, WASHINGTON, DC","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#D01|Federal Triangle,https://www.wmata.com/rider-guide/stations/federal-triangle.cfm,MetroStnFullPt_91,316345,{D0D7FD22-7251-4825-AB18-55E5306155BC},731,JLAY,2022/11/30 20:32:57+00,JLAY,2022/11/30 20:32:57+00,
-8611696.6689701,4714909.36513587,Reston Town Center,"12023-A SUNSET HILLS RD, RESTON, VA 20190",silver,https://www.wmata.com/js/nexttrain/nexttrain.html#N07|Reston%20Town%20Center,https://www.wmata.com/rider-guide/stations/reston.cfm,MetroStnFullPt_92,,{40100193-2EF7-48D3-96B1-62801C250A23},732,JLAY,2022/11/30 20:32:57+00,JLAY,2022/11/30 20:32:57+00,
-8614478.87811793,4714916.95098346,Herndon,"585-A HERNDON PKY, HERNDON, VA 20170",silver,https://www.wmata.com/js/nexttrain/nexttrain.html#N08|Herndon,https://www.wmata.com/rider-guide/stations/herndon.cfm,MetroStnFullPt_93,,{1C5DABF0-3EBE-4B52-884A-6500900FFDDD},733,JLAY,2022/11/30 20:32:57+00,JLAY,2022/11/30 20:32:57+00,
-8617831.48809987,4716053.1644627,Innovation Center,"13747-A SUNRISE VALLEY DR, HERNDON, VA 20171",silver,https://www.wmata.com/js/nexttrain/nexttrain.html#N09|Innovation%20Center,https://www.wmata.com/rider-guide/stations/innovation-center.cfm,MetroStnFullPt_94,,{44EC9DFA-82ED-49C0-8DAE-8FBFDF00B9E0},734,JLAY,2022/11/30 20:32:57+00,JLAY,2022/11/30 20:32:57+00,
-8621488.66885484,4715341.10170491,Washington Dulles International Airport,"44920 SAARINEN CIR, DULLES, VA 20166",silver,https://www.wmata.com/js/nexttrain/nexttrain.html#N10|Washington%20Dulles%20International%20Airport,https://www.wmata.com/rider-guide/stations/washington-dulles.cfm,MetroStnFullPt_95,,{92F12286-0EB1-4911-AB70-A246401F35A9},735,JLAY,2022/11/30 20:32:57+00,JLAY,2022/11/30 20:32:57+00,
-8622884.28179803,4720532.55046356,Loudoun Gateway,"22505-A LOCK RIDGE RD, STERLING, VA 20166",silver,https://www.wmata.com/js/nexttrain/nexttrain.html#N11|Loudoun%20Gateway,https://www.wmata.com/rider-guide/stations/loudoun.cfm,MetroStnFullPt_96,,{23354791-732C-4601-A04F-1C3A9248BDD7},736,JLAY,2022/11/30 20:32:57+00,JLAY,2022/11/30 20:32:57+00,
-8626318.71105577,4722429.46159221,Ashburn,"43625-A CROSON LN, ASHBURN, VA 20147",silver,https://www.wmata.com/js/nexttrain/nexttrain.html#N12|Ashburn,https://www.wmata.com/rider-guide/stations/ashburn.cfm,MetroStnFullPt_97,,{89C0E9DF-6D64-4795-90CC-801E9AE1ED4B},737,JLAY,2022/11/30 20:32:57+00,JLAY,2022/11/30 20:32:57+00,
-8576766.75839349,4697923.27004573,Potomac Yard,"2900 POTOMAC GREENS DRIVE, ALEXANDRIA, VA 22314 ","blue, yellow",https://www.wmata.com/js/nexttrain/nexttrain.html#C15|potomacyard,https://www.wmata.com/rider-guide/stations/potomac-yard.cfm,MetroStnFullPt_98,,{D6425905-9518-4AB6-8DB4-FC66125BA95C},961,JLAY,2023/05/24 05:50:40+00,JLAY,2023/05/24 07:07:32+00,
